CustomerID,Recency,Frequency,MonetaryValue,Recency_scaled,Frequency_scaled,MonetaryValue_scaled,Cluster_3
12346.0,325,2,0.0,2.32202284596252,-0.3917197011266855,-0.231000988722237,1
12347.0,1,182,4310.0,-0.8937332316580672,0.3826569671694232,0.2934316661932754,0
12348.0,74,31,1797.24,-0.1691955968855274,-0.2669590156789791,-0.012316221965774,0
12349.0,18,73,1757.55,-0.7250052893137771,-0.086271126409887,-0.0171456261591839,0
12350.0,309,17,334.4,2.1632200766973058,-0.3271883121020098,-0.1903118286749638,1
12352.0,35,95,1545.41,-0.556277346969487,0.0083749108263039,-0.0429584204547238,0
12353.0,203,4,89.0,1.1111517303152618,-0.3831155159233954,-0.2201716369153969,1
12354.0,231,58,1079.4,1.3890565765293867,-0.1508025154345628,-0.0996616365839994,1
12355.0,213,13,459.4,1.2104034611060206,-0.34439668250859,-0.1751020649013121,1
12356.0,22,59,2811.43,-0.6853045969974735,-0.1465004228329177,0.1110885006070249,0
12357.0,32,131,6207.67,-0.5860528662067147,0.1632502444855257,0.5243365655560411,0
12358.0,1,19,1168.06,-0.8937332316580672,-0.3185841268987197,-0.0888736553346237,0
12359.0,7,254,6245.53,-0.8341821931836119,0.6924076344878668,0.5289432988078048,0
12360.0,51,129,2662.06,-0.3974745777042728,0.1546460592822356,0.092913441288062,0
12361.0,286,10,189.9,1.9349410958785604,-0.3573029603135251,-0.2078943155973052,1
12362.0,2,274,5154.58,-0.8838080585789913,0.7784494865207677,0.3961985644968817,0
12363.0,109,23,552.0,0.1781854608821285,-0.3013757564921395,-0.1638346718977908,0
12364.0,7,85,1313.1,-0.8341821931836119,-0.0346460151901465,-0.0712254622327801,0
12365.0,290,23,320.69,1.974641788194864,-0.3013757564921395,-0.1919800355656579,1
12367.0,3,11,168.9,-0.8738828854999153,-0.3530008677118801,-0.2104495559112787,0
12370.0,50,167,3545.69,-0.4073997507833487,0.3181255781447475,0.2004318697945572,0
12371.0,44,63,1887.96,-0.466950789257804,-0.1292920524263375,-0.0012775838094085,0
12372.0,71,52,1298.04,-0.1989711161227551,-0.1766150710444331,-0.0730579345722296,0
12373.0,310,14,364.6,2.1731452497763817,-0.3400945899069449,-0.1866371497472496,1
12374.0,24,33,742.9300000000001,-0.6654542508393217,-0.258354830475689,-0.1406026703193642,0
12375.0,2,18,455.42,-0.8838080585789913,-0.3228862195003648,-0.1755863437798651,0
12377.0,314,77,1628.12,2.2128459420926854,-0.0690627560033068,-0.0328944239609739,1
12378.0,129,219,4008.62,0.3766889224636462,0.54183439343029,0.25676031734445,0
12379.0,81,41,850.29,-0.0997193853319962,-0.2239380896625286,-0.1275393084094502,0
12380.0,21,105,2720.56,-0.6952297700765494,0.0513958368427544,0.100031610734131,0
12381.0,4,91,1803.96,-0.8639577124208395,-0.0088334595802762,-0.0114985450653025,0
12383.0,184,100,1839.31,0.92257344181282,0.0298853738345292,-0.0071972238701138,1
12384.0,28,30,566.16,-0.6257535585230182,-0.2712611082806241,-0.1621117098575116,0
12386.0,337,10,401.9,2.4411249229114307,-0.3573029603135251,-0.1820985562371919,1
12388.0,15,100,2780.66,-0.7547808085510047,0.0298853738345292,0.1073444651565027,0
12390.0,79,32,549.84,-0.119569731490148,-0.262656923077334,-0.1640974966157996,0
12391.0,21,100,460.89,-0.6952297700765494,0.0298853738345292,-0.1749207645171301,0
12393.0,71,64,1582.6,-0.1989711161227551,-0.1249899598246925,-0.0384332115367869,0
12394.0,63,27,1272.48,-0.2783725007553622,-0.2841673860855593,-0.0761680270686659,0
12395.0,15,159,2998.28,-0.7547808085510047,0.2837088373315871,0.1338240554958795,0
12397.0,35,126,2409.9,-0.556277346969487,0.1417397814773004,0.0622310890227498,0
12398.0,45,85,1635.66,-0.4570256161787281,-0.0346460151901465,-0.0319769710101472,0
12399.0,118,59,1108.65,0.2675120185938115,-0.1465004228329177,-0.0961025518609649,0
12401.0,302,5,84.3,2.0937438651437748,-0.3788134233217504,-0.2207435240332863,1
12402.0,322,11,225.6,2.2922473267252923,-0.3530008677118801,-0.2035504070635503,1
12403.0,49,6,409.7,-0.4173249238624246,-0.3745113307201053,-0.181149466977716,0
12405.0,148,54,1710.39,0.5652672109660881,-0.168010885841143,-0.0228839658357072,1
12406.0,21,108,3280.75,-0.6952297700765494,0.0643021146476896,0.1681944712810268,0
12407.0,49,77,1708.12,-0.4173249238624246,-0.0690627560033068,-0.0231601751458367,0
12408.0,32,113,2842.57,-0.5860528662067147,0.0858125776559148,0.114877556958317,0
12409.0,78,114,11056.93,-0.1294949045692239,0.0901146702575599,1.114385358172189,0
12410.0,300,28,681.0799999999999,2.073893518985623,-0.2798652934839142,-0.1481284614345671,1
12412.0,74,61,1226.88,-0.1691955968855274,-0.1378962376296276,-0.0817165488932941,0
12413.0,66,40,694.15,-0.2485969815181345,-0.2282401822641737,-0.1465381285343941,0
12414.0,216,18,562.41,1.2401789803432484,-0.3228862195003648,-0.1625680027707211,1
12415.0,23,778,123725.45,-0.6753794239183977,2.9467041577498723,14.82367794958785,2
12417.0,2,198,3578.8,-0.8838080585789913,0.451490448795744,0.204460632022922,0
12418.0,112,34,668.58,0.2079609801193562,-0.254052737874044,-0.1496494378119323,0
12420.0,63,29,600.39,-0.2783725007553622,-0.2755632008822692,-0.1579466681457348,0
12421.0,15,46,806.27,-0.7547808085510047,-0.2024276266543034,-0.1328955788199794,0
12422.0,95,39,803.5600000000001,0.0392330377750661,-0.2325422748658187,-0.1332253264985922,0
12423.0,0,126,1849.11,-0.903658404737143,0.1417397814773004,-0.0060047783902595,0
12424.0,162,30,1760.96,0.7042196340731505,-0.2712611082806241,-0.0167307038034387,1
12425.0,77,36,777.2,-0.1394200776482998,-0.2454485526707538,-0.1364327614831799,0
12426.0,194,30,582.73,1.021825172603579,-0.2712611082806241,-0.1600955035716763,1
12427.0,11,35,708.37,-0.7944815008673083,-0.2497506452723989,-0.1448078658075035,0
12428.0,25,300,7877.2,-0.6555290777602458,0.8903038941635391,0.7274818208602396,0
12429.0,8,97,3750.4,-0.8242570201045359,0.016979096029594,0.2253405957313912,0
12430.0,42,11,256.4,-0.4868011354159558,-0.3530008677118801,-0.1998027212697225,0
12431.0,35,240,6416.39,-0.556277346969487,0.6321783380648361,0.549733220714734,0
12432.0,42,108,5059.32,-0.4868011354159558,0.0643021146476896,0.3846075077202572,0
12433.0,0,420,13375.87,-0.903658404737143,1.4065550063609449,1.396549595014365,0
